TaxonomyID,Segment,UniProt_ID,vFamilyID,vSuperfamily,vSCOP
1465588,PB2,A0A0A0PVN9,160453,PB2 C-terminal domain-like,688-756
383588,PB2,P26117,160453,PB2 C-terminal domain-like,688-756
644882,PB2,C4RTV2,160453,PB2 C-terminal domain-like,688-756
644884,PB2,G2TZW8,160453,PB2 C-terminal domain-like,688-756
643780,PB2,C3W6M3,160453,PB2 C-terminal domain-like,688-756
645520,PB2,C4RUB9,160453,PB2 C-terminal domain-like,688-756
680693,PB2,Q6VE63,160453,PB2 C-terminal domain-like,697-765
643212,PB2,C8XNW6,160453,PB2 C-terminal domain-like,688-756
381512,PB2,I7DBQ7,160453,PB2 C-terminal domain-like,688-756
379756,PB2,C4LND1,160453,PB2 C-terminal domain-like,686-754
519082,PB2,B3GUG3,160453,PB2 C-terminal domain-like,688-756
643960,PB2,C5E527,160453,PB2 C-terminal domain-like,688-756
327172,PB2,Q3M0S9,160453,PB2 C-terminal domain-like,688-756
382819,PB2,A0A0C6DRV1,160453,PB2 C-terminal domain-like,678-746
381513,PB2,Q1NZ46,160453,PB2 C-terminal domain-like,688-756
382825,PB2,D8KS98,160453,PB2 C-terminal domain-like,688-756
211044,PB2,P03428,160453,PB2 C-terminal domain-like,688-756
384493,PB2,Q2VC93,160453,PB2 C-terminal domain-like,688-756
647100,PB2,C5MRW5,160453,PB2 C-terminal domain-like,688-756
1429813,PB2,V9TFJ8,160453,PB2 C-terminal domain-like,688-756
990090,PB2,V9TFG6,160453,PB2 C-terminal domain-like,688-756
437342,PB2,A6M5M4,160453,PB2 C-terminal domain-like,688-756
666651,PB2,C8CT30,160453,PB2 C-terminal domain-like,688-756
1176104,PB2,J9V498,160453,PB2 C-terminal domain-like,688-756
374443,PB2,Q1G7L9,160453,PB2 C-terminal domain-like,688-756
374439,PB2,Q1G7N0,160453,PB2 C-terminal domain-like,688-756
1068961,PB2,G0KR24,160453,PB2 C-terminal domain-like,688-756
646491,PB2,C5E710,160453,PB2 C-terminal domain-like,688-756
644199,PB2,C4RUM4,160453,PB2 C-terminal domain-like,688-756
266827,PB2,Q5QF18,160453,PB2 C-terminal domain-like,688-756
428669,PB2,A4GXF5,160453,PB2 C-terminal domain-like,688-756
427773,PB2,A3RMF3,160453,PB2 C-terminal domain-like,692-760
402526,PB2,Q0A2I8,160453,PB2 C-terminal domain-like,688-756
392809,PB2,P31345,160453,PB2 C-terminal domain-like,688-756
284218,PB2,Q6DNN3,160453,PB2 C-terminal domain-like,688-756
428668,PB2,A4GXF4,160453,PB2 C-terminal domain-like,688-756
381518,PB2,P03427,160453,PB2 C-terminal domain-like,688-756
393902,PB2,B4URD5,160453,PB2 C-terminal domain-like,688-756
132504,PB2,Q9IQ45,160453,PB2 C-terminal domain-like,688-756
88097,PB1,Q91TZ5,56672,DNA/RNA polymerases,"168-329, 384-499"
211044,PB1,P03431,56672,DNA/RNA polymerases,"211-329, 391-499"
132504,PB1,Q9IQ46,56672,DNA/RNA polymerases,"222-329, 391-499"
387139,HA,P03437,49818,Viral protein domain,29-341
387139,HA,P03437,58064,Influenza hemagglutinin (stalk),346-520
1413188,HA,V5LXD8,49818,Viral protein domain,21-334
1413188,HA,V5LXD8,58064,Influenza hemagglutinin (stalk),340-513
542615,HA,D6NDX6,49818,Viral protein domain,17-337
542615,HA,D6NDX6,58064,Influenza hemagglutinin (stalk),343-517
476294,HA,B6A6U1,49818,Viral protein domain,29-341
476294,HA,B6A6U1,58064,Influenza hemagglutinin (stalk),346-520
504904,HA,D5F1Q8,49818,Viral protein domain,18-338
504904,HA,D5F1Q8,58064,Influenza hemagglutinin (stalk),344-518
1460490,HA,W8NQ99,49818,Viral protein domain,17-337
1460490,HA,W8NQ99,58064,Influenza hemagglutinin (stalk),346-520
641501,HA,C3W5S1,49818,Viral protein domain,18-339
641501,HA,C3W5S1,58064,Influenza hemagglutinin (stalk),345-519
641809,HA,C3W5X2,49818,Viral protein domain,18-339
641809,HA,C3W5X2,58064,Influenza hemagglutinin (stalk),345-519
1565433,HA,A8D9S4,49818,Viral protein domain,21-334
1565433,HA,A8D9S4,58064,Influenza hemagglutinin (stalk),347-520
244949,HA,Q6W923,49818,Viral protein domain,18-336
244949,HA,Q6W923,58064,Influenza hemagglutinin (stalk),350-523
542846,HA,B4ZGK8,49818,Viral protein domain,21-326
542846,HA,B4ZGK8,58064,Influenza hemagglutinin (stalk),332-505
2026012,HA,A0A2D0Z8H0,49818,Viral protein domain,21-334
2026012,HA,A0A2D0Z8H0,58064,Influenza hemagglutinin (stalk),344-517
430432,HA,A4GXN3,49818,Viral protein domain,17-337
430432,HA,A4GXN3,58064,Influenza hemagglutinin (stalk),347-521
432073,HA,Q5DLA9,49818,Viral protein domain,17-337
432073,HA,Q5DLA9,58064,Influenza hemagglutinin (stalk),346-520
251307,HA,Q6VMK2,49818,Viral protein domain,18-338
251307,HA,Q6VMK2,58064,Influenza hemagglutinin (stalk),342-515
121451,HA,Q9E7R9,49818,Viral protein domain,17-335
121451,HA,Q9E7R9,58064,Influenza hemagglutinin (stalk),342-515
560581,HA,B5U6F5,49818,Viral protein domain,19-334
560581,HA,B5U6F5,58064,Influenza hemagglutinin (stalk),339-513
1954199,HA,A0A1X9JIF8,49818,Viral protein domain,17-337
1954199,HA,A0A1X9JIF8,58064,Influenza hemagglutinin (stalk),346-520
320306,HA,Q30CC1,49818,Viral protein domain,17-337
320306,HA,Q30CC1,58064,Influenza hemagglutinin (stalk),347-521
1608684,HA,A0A0X7YRQ9,49818,Viral protein domain,17-337
1608684,HA,A0A0X7YRQ9,58064,Influenza hemagglutinin (stalk),346-520
1608679,HA,A0A0X7YQ12,49818,Viral protein domain,17-337
1608679,HA,A0A0X7YQ12,58064,Influenza hemagglutinin (stalk),346-520
1608681,HA,A0A0X7YQ16,49818,Viral protein domain,17-337
1608681,HA,A0A0X7YQ16,58064,Influenza hemagglutinin (stalk),346-520
274827,HA,Q6E431,49818,Viral protein domain,17-337
274827,HA,Q6E431,58064,Influenza hemagglutinin (stalk),347-521
482239,HA,B0Z5K1,49818,Viral protein domain,17-337
482239,HA,B0Z5K1,58064,Influenza hemagglutinin (stalk),347-521
274837,HA,Q6E424,49818,Viral protein domain,17-337
274837,HA,Q6E424,58064,Influenza hemagglutinin (stalk),347-521
482240,HA,B0Z5L2,49818,Viral protein domain,17-337
482240,HA,B0Z5L2,58064,Influenza hemagglutinin (stalk),347-521
274838,HA,Q6E423,49818,Viral protein domain,17-337
274838,HA,Q6E423,58064,Influenza hemagglutinin (stalk),347-521
274840,HA,Q6E422,49818,Viral protein domain,17-337
274840,HA,Q6E422,58064,Influenza hemagglutinin (stalk),347-521
1503700,HA,A0A2H4C078,49818,Viral protein domain,17-337
1503700,HA,A0A2H4C078,58064,Influenza hemagglutinin (stalk),346-520
329182,HA,Q0A3X4,49818,Viral protein domain,17-337
329182,HA,Q0A3X4,58064,Influenza hemagglutinin (stalk),343-517
307622,HA,Q5EMN7,49818,Viral protein domain,17-337
307622,HA,Q5EMN7,58064,Influenza hemagglutinin (stalk),347-521
385580,HA,P03442,49818,Viral protein domain,29-341
385580,HA,P03442,58064,Influenza hemagglutinin (stalk),346-520
326490,HA,Q4H2D3,49818,Viral protein domain,17-337
326490,HA,Q4H2D3,58064,Influenza hemagglutinin (stalk),347-521
1855218,HA,A0A1B0YGV3,49818,Viral protein domain,17-337
1855218,HA,A0A1B0YGV3,58064,Influenza hemagglutinin (stalk),346-520
1923885,HA,A0A1P8D5G4,49818,Viral protein domain,17-336
1923885,HA,A0A1P8D5G4,58064,Influenza hemagglutinin (stalk),345-519
367120,HA,Q84114,49818,Viral protein domain,18-339
367120,HA,Q84114,58064,Influenza hemagglutinin (stalk),345-519
1608688,HA,A0A109VT51,49818,Viral protein domain,17-337
1608688,HA,A0A109VT51,58064,Influenza hemagglutinin (stalk),346-520
1612661,HA,A0A0D3S0L7,49818,Viral protein domain,17-337
1612661,HA,A0A0D3S0L7,58064,Influenza hemagglutinin (stalk),346-520
226647,HA,Q80I99,49818,Viral protein domain,21-326
226647,HA,Q80I99,58064,Influenza hemagglutinin (stalk),332-505
872290,HA,G9B9D8,49818,Viral protein domain,18-339
872290,HA,G9B9D8,58064,Influenza hemagglutinin (stalk),345-519
710473,HA,E7D4R0,49818,Viral protein domain,18-339
710473,HA,E7D4R0,58064,Influenza hemagglutinin (stalk),345-519
506350,HA,Q91MA7,49818,Viral protein domain,29-341
506350,HA,Q91MA7,58064,Influenza hemagglutinin (stalk),346-520
130763,HA,O56140,49818,Viral protein domain,17-337
130763,HA,O56140,58064,Influenza hemagglutinin (stalk),347-521
107423,HA,O92929,49818,Viral protein domain,17-337
107423,HA,O92929,58064,Influenza hemagglutinin (stalk),347-521
88104,HA,O92930,49818,Viral protein domain,17-337
88104,HA,O92930,58064,Influenza hemagglutinin (stalk),347-521
680692,HA,D1LN57,49818,Viral protein domain,17-337
680692,HA,D1LN57,58064,Influenza hemagglutinin (stalk),347-521
107424,HA,Q9IP49,49818,Viral protein domain,17-337
107424,HA,Q9IP49,58064,Influenza hemagglutinin (stalk),347-521
155222,HA,Q9WDF2,49818,Viral protein domain,1-321
155222,HA,Q9WDF2,58064,Influenza hemagglutinin (stalk),331-505
155223,HA,Q9WDF7,49818,Viral protein domain,1-321
155223,HA,Q9WDF7,58064,Influenza hemagglutinin (stalk),331-505
155224,HA,Q9WDF9,49818,Viral protein domain,1-321
155224,HA,Q9WDF9,58064,Influenza hemagglutinin (stalk),331-505
155225,HA,Q9WDF5,49818,Viral protein domain,1-321
155225,HA,Q9WDF5,58064,Influenza hemagglutinin (stalk),331-505
155226,HA,Q9WDG2,49818,Viral protein domain,1-321
155226,HA,Q9WDG2,58064,Influenza hemagglutinin (stalk),331-505
155227,HA,Q9WDF3,49818,Viral protein domain,1-321
155227,HA,Q9WDF3,58064,Influenza hemagglutinin (stalk),331-505
88103,HA,Q9WDG0,49818,Viral protein domain,1-321
88103,HA,Q9WDG0,58064,Influenza hemagglutinin (stalk),331-505
155219,HA,Q9WDF4,49818,Viral protein domain,1-321
155219,HA,Q9WDF4,58064,Influenza hemagglutinin (stalk),331-505
155220,HA,Q9WDF8,49818,Viral protein domain,1-321
155220,HA,Q9WDF8,58064,Influenza hemagglutinin (stalk),331-505
88097,HA,Q9WDF6,49818,Viral protein domain,1-321
88097,HA,Q9WDF6,58064,Influenza hemagglutinin (stalk),331-505
1088753,HA,G1UK23,49818,Viral protein domain,18-338
1088753,HA,G1UK23,58064,Influenza hemagglutinin (stalk),344-518
1088752,HA,G1UK18,49818,Viral protein domain,18-338
1088752,HA,G1UK18,58064,Influenza hemagglutinin (stalk),344-518
644289,HA,C5MQE6,49818,Viral protein domain,18-339
644289,HA,C5MQE6,58064,Influenza hemagglutinin (stalk),345-519
1429809,HA,V9TG74,49818,Viral protein domain,18-339
1429809,HA,V9TG74,58064,Influenza hemagglutinin (stalk),345-519
1429810,HA,V9TFM7,49818,Viral protein domain,18-339
1429810,HA,V9TFM7,58064,Influenza hemagglutinin (stalk),345-519
1429811,HA,V9TK56,49818,Viral protein domain,18-339
1429811,HA,V9TK56,58064,Influenza hemagglutinin (stalk),345-519
1429812,HA,V9THF5,49818,Viral protein domain,18-339
1429812,HA,V9THF5,58064,Influenza hemagglutinin (stalk),345-519
990089,HA,F1KM20,49818,Viral protein domain,18-339
990089,HA,F1KM20,58064,Influenza hemagglutinin (stalk),345-519
352520,HA,P26562,49818,Viral protein domain,18-339
352520,HA,P26562,58064,Influenza hemagglutinin (stalk),345-519
1494073,HA,A0A088CC46,49818,Viral protein domain,17-337
1494073,HA,A0A088CC46,58064,Influenza hemagglutinin (stalk),346-520
1465588,HA,A0A0A0PU35,49818,Viral protein domain,17-337
1465588,HA,A0A0A0PU35,58064,Influenza hemagglutinin (stalk),346-520
383588,HA,Q1I2G3,49818,Viral protein domain,29-341
383588,HA,Q1I2G3,58064,Influenza hemagglutinin (stalk),346-520
644882,HA,C4RST2,49818,Viral protein domain,18-339
644882,HA,C4RST2,58064,Influenza hemagglutinin (stalk),345-519
644884,HA,C4RSV3,49818,Viral protein domain,18-339
644884,HA,C4RSV3,58064,Influenza hemagglutinin (stalk),345-519
643780,HA,C3W6M5,49818,Viral protein domain,18-339
643780,HA,C3W6M5,58064,Influenza hemagglutinin (stalk),345-519
645520,HA,C4RU04,49818,Viral protein domain,18-339
645520,HA,C4RU04,58064,Influenza hemagglutinin (stalk),345-519
680693,HA,Q6VMK1,49818,Viral protein domain,21-334
680693,HA,Q6VMK1,58064,Influenza hemagglutinin (stalk),342-515
643212,HA,C3PSV2,49818,Viral protein domain,18-339
643212,HA,C3PSV2,58064,Influenza hemagglutinin (stalk),345-519
381512,HA,Q6WG00,49818,Viral protein domain,18-338
381512,HA,Q6WG00,58064,Influenza hemagglutinin (stalk),344-518
379756,HA,C4LNC1,49818,Viral protein domain,18-339
379756,HA,C4LNC1,58064,Influenza hemagglutinin (stalk),345-519
519082,HA,B2LVD7,49818,Viral protein domain,21-326
519082,HA,B2LVD7,58064,Influenza hemagglutinin (stalk),332-505
643960,HA,C5E518,49818,Viral protein domain,18-339
643960,HA,C5E518,58064,Influenza hemagglutinin (stalk),345-519
327172,HA,Q3M0T9,49818,Viral protein domain,18-338
327172,HA,Q3M0T9,58064,Influenza hemagglutinin (stalk),344-518
382819,HA,Q82751,49818,Viral protein domain,18-339
382819,HA,Q82751,58064,Influenza hemagglutinin (stalk),345-519
643704,HA,C4PKY2,49818,Viral protein domain,18-339
643704,HA,C4PKY2,58064,Influenza hemagglutinin (stalk),345-519
381513,HA,Q1NZ38,49818,Viral protein domain,29-341
381513,HA,Q1NZ38,58064,Influenza hemagglutinin (stalk),346-520
382825,HA,D8KS88,49818,Viral protein domain,29-341
382825,HA,D8KS88,58064,Influenza hemagglutinin (stalk),346-520
211044,HA,P03452,49818,Viral protein domain,18-338
211044,HA,P03452,58064,Influenza hemagglutinin (stalk),344-518
384493,HA,Q6LEJ4,49818,Viral protein domain,21-334
384493,HA,Q6LEJ4,58064,Influenza hemagglutinin (stalk),340-513
866353,HA,E2J3S3,49818,Viral protein domain,18-339
866353,HA,E2J3S3,58064,Influenza hemagglutinin (stalk),345-519
647100,HA,C5MRW0,49818,Viral protein domain,18-339
647100,HA,C5MRW0,58064,Influenza hemagglutinin (stalk),345-519
464623,HA,A7Y8I1,49818,Viral protein domain,18-338
464623,HA,A7Y8I1,58064,Influenza hemagglutinin (stalk),344-518
1429813,HA,V9TIX1,49818,Viral protein domain,18-339
1429813,HA,V9TIX1,58064,Influenza hemagglutinin (stalk),345-519
990090,HA,F1KM14,49818,Viral protein domain,18-339
990090,HA,F1KM14,58064,Influenza hemagglutinin (stalk),345-519
437342,HA,A6M5L4,49818,Viral protein domain,18-339
437342,HA,A6M5L4,58064,Influenza hemagglutinin (stalk),345-519
666651,HA,C8CT26,49818,Viral protein domain,18-339
666651,HA,C8CT26,58064,Influenza hemagglutinin (stalk),345-519
1176104,HA,J9VAC0,49818,Viral protein domain,17-344
1176104,HA,J9VAC0,58064,Influenza hemagglutinin (stalk),345-519
374443,HA,Q1G7M9,49818,Viral protein domain,18-339
374443,HA,Q1G7M9,58064,Influenza hemagglutinin (stalk),345-519
374439,HA,Q1G7P0,49818,Viral protein domain,29-341
374439,HA,Q1G7P0,58064,Influenza hemagglutinin (stalk),346-519
1068961,HA,G0KR28,49818,Viral protein domain,29-341
1068961,HA,G0KR28,58064,Influenza hemagglutinin (stalk),346-520
646491,HA,C5E528,49818,Viral protein domain,15-336
646491,HA,C5E528,58064,Influenza hemagglutinin (stalk),342-516
644199,HA,C4ALH6,49818,Viral protein domain,18-339
644199,HA,C4ALH6,58064,Influenza hemagglutinin (stalk),345-519
266827,HA,H8PF45,49818,Viral protein domain,17-337
266827,HA,H8PF45,58064,Influenza hemagglutinin (stalk),347-521
428669,HA,A5A5N1,49818,Viral protein domain,17-337
428669,HA,A5A5N1,58064,Influenza hemagglutinin (stalk),347-521
427773,HA,A5A5N3,49818,Viral protein domain,17-337
427773,HA,A5A5N3,58064,Influenza hemagglutinin (stalk),347-521
402526,HA,Q0A2J8,49818,Viral protein domain,21-334
402526,HA,Q0A2J8,58064,Influenza hemagglutinin (stalk),342-515
392809,HA,P03435,49818,Viral protein domain,30-342
392809,HA,P03435,58064,Influenza hemagglutinin (stalk),347-521
284218,HA,Q5EP31,49818,Viral protein domain,17-337
284218,HA,Q5EP31,58064,Influenza hemagglutinin (stalk),347-521
428668,HA,A5A5M7,49818,Viral protein domain,17-337
428668,HA,A5A5M7,58064,Influenza hemagglutinin (stalk),347-521
381518,HA,P03454,49818,Viral protein domain,18-338
381518,HA,P03454,58064,Influenza hemagglutinin (stalk),344-518
393902,HA,B2BV76,49818,Viral protein domain,29-341
393902,HA,B2BV76,58064,Influenza hemagglutinin (stalk),346-520
132504,HA,P03438,49818,Viral protein domain,29-341
132504,HA,P03438,58064,Influenza hemagglutinin (stalk),346-520
387139,NP,I6TAH8,161003,flu NP-like,21-489
542615,NP,D6NDT6,161003,flu NP-like,21-489
476294,NP,B6A6U5,161003,flu NP-like,21-489
504904,NP,D5F1Q9,161003,flu NP-like,21-489
1460490,NP,W8PGX4,161003,flu NP-like,21-489
641501,NP,C3W5S2,161003,flu NP-like,22-489
641809,NP,C3W621,161003,flu NP-like,22-489
542846,NP,B4ZGL2,161003,flu NP-like,21-489
2026012,NP,A0A2D0YP81,161003,flu NP-like,21-489
430432,NP,D1MKX1,161003,flu NP-like,21-489
432073,NP,Q5DLA5,161003,flu NP-like,21-489
251307,NP,Q6VE49,161003,flu NP-like,21-489
560581,NP,L7NBM5,161003,flu NP-like,21-489
1954199,NP,A0A1X9JV31,161003,flu NP-like,21-489
320306,NP,Q1W0Y9,161003,flu NP-like,21-489
1608684,NP,A0A109NSV0,161003,flu NP-like,21-489
1608679,NP,A0A0X7YXX5,161003,flu NP-like,21-489
1608681,NP,A0A0X7YW01,161003,flu NP-like,21-489
274827,NP,Q6E3W8,161003,flu NP-like,21-489
482239,NP,B0Z5K2,161003,flu NP-like,21-489
274837,NP,Q6E3V8,161003,flu NP-like,21-489
482240,NP,B0Z5L3,161003,flu NP-like,21-489
274838,NP,Q6E3V7,161003,flu NP-like,21-489
274840,NP,Q6E3V5,161003,flu NP-like,21-489
1503700,NP,A0A2H4C082,161003,flu NP-like,21-489
329182,NP,Q0A3X1,161003,flu NP-like,21-489
307622,NP,Q5EML6,161003,flu NP-like,21-489
385580,NP,Q20P22,161003,flu NP-like,21-489
326490,NP,Q4H2D2,161003,flu NP-like,21-489
1855218,NP,A0A1B0YH40,161003,flu NP-like,21-489
1923885,NP,A0A1P8D5G9,161003,flu NP-like,21-489
367120,NP,P26070,161003,flu NP-like,21-489
1608688,NP,A0A0X7YQ19,161003,flu NP-like,21-489
1612661,NP,A0A0D3S067,161003,flu NP-like,21-489
872290,NP,G9B9D9,161003,flu NP-like,22-489
710473,NP,E5FQN3,161003,flu NP-like,22-489
506350,NP,P22435,161003,flu NP-like,21-489
130763,NP,O92784,161003,flu NP-like,21-489
107423,NP,Q9ICY6,161003,flu NP-like,21-489
88104,NP,Q9IP53,161003,flu NP-like,21-489
680692,NP,Q9IP52,161003,flu NP-like,21-489
107424,NP,Q77RI5,161003,flu NP-like,21-489
155222,NP,Q91U44,161003,flu NP-like,1-210
155223,NP,Q91U42,161003,flu NP-like,2-214
155224,NP,Q91U40,161003,flu NP-like,1-191
155225,NP,Q91U38,161003,flu NP-like,1-121
155226,NP,Q91U37,161003,flu NP-like,21-72
155227,NP,Q91U34,161003,flu NP-like,1-197
88103,NP,Q77MC8,161003,flu NP-like,21-489
155219,NP,Q91U49,161003,flu NP-like,21-489
155220,NP,Q91U48,161003,flu NP-like,21-489
88097,NP,Q910G0,161003,flu NP-like,21-489
644289,NP,C5MQE7,161003,flu NP-like,22-489
1429809,NP,V9THE3,161003,flu NP-like,22-489
1429810,NP,V9TK45,161003,flu NP-like,22-489
1429811,NP,V9TGF1,161003,flu NP-like,22-489
1429812,NP,V9TIV9,161003,flu NP-like,22-489
990089,NP,M9R1I2,161003,flu NP-like,22-489
352520,NP,Q20P35,161003,flu NP-like,21-489
1494073,NP,A0A088CD91,161003,flu NP-like,21-489
1465588,NP,A0A0A0PYK8,161003,flu NP-like,21-489
383588,NP,P69295,161003,flu NP-like,21-489
644882,NP,C4RST3,161003,flu NP-like,22-489
644884,NP,C4RSV5,161003,flu NP-like,22-489
643780,NP,C3W6N7,161003,flu NP-like,22-489
645520,NP,C4RUB4,161003,flu NP-like,22-489
680693,NP,Q6VE51,161003,flu NP-like,21-489
643212,NP,C8XNW9,161003,flu NP-like,22-489
381512,NP,I7CB60,161003,flu NP-like,21-489
379756,NP,P26074,161003,flu NP-like,22-489
519082,NP,B2LVE0,161003,flu NP-like,18-481
643960,NP,C5E522,161003,flu NP-like,22-489
327172,NP,Q3M0T5,161003,flu NP-like,21-489
381513,NP,Q1NZ39,161003,flu NP-like,21-489
382825,NP,D8KS92,161003,flu NP-like,21-489
211044,NP,P03466,161003,flu NP-like,21-489
384493,NP,P26053,161003,flu NP-like,21-489
647100,NP,C5MRW2,161003,flu NP-like,22-489
464623,NP,C9S3S8,161003,flu NP-like,21-489
1429813,NP,V9TFK4,161003,flu NP-like,22-489
990090,NP,V9TIT7,161003,flu NP-like,22-489
437342,NP,A6M5L8,161003,flu NP-like,22-489
666651,NP,C8CT32,161003,flu NP-like,22-489
1176104,NP,J9V6A0,161003,flu NP-like,21-489
374443,NP,Q1G7M5,161003,flu NP-like,21-489
374439,NP,Q1G7N6,161003,flu NP-like,21-489
1068961,NP,G0KR29,161003,flu NP-like,22-489
644199,NP,C4ALG9,161003,flu NP-like,22-489
266827,NP,Q5L4F7,161003,flu NP-like,21-489
428669,NP,A5A5U6,161003,flu NP-like,21-489
427773,NP,A4GXG5,161003,flu NP-like,21-489
402526,NP,Q0A2J4,161003,flu NP-like,21-489
392809,NP,H9XII9,161003,flu NP-like,21-489
284218,NP,Q5EP28,161003,flu NP-like,21-489
381518,NP,P15682,161003,flu NP-like,21-489
393902,NP,B4URC9,161003,flu NP-like,21-489
132504,NP,Q91UL1,161003,flu NP-like,21-489
387139,NA,Q75VQ4,50939,Sialidases,83-468
542615,NA,D6NE15,50939,Sialidases,83-468
476294,NA,A8W8R2,50939,Sialidases,83-467
504904,NA,D5F1R0,50939,Sialidases,87-468
1460490,NA,W8P1V6,50939,Sialidases,81-466
244949,NA,Q6W917,50939,Sialidases,82-466
542846,NA,B4ZGL1,50939,Sialidases,67-452
2026012,NA,A0A2D0Z4R1,50939,Sialidases,79-464
430432,NA,A4GXN5,50939,Sialidases,68-446
432073,NA,Q5DLA1,50939,Sialidases,68-446
251307,NA,Q6VGI9,50939,Sialidases,83-470
1954199,NA,A0A1X9JS65,50939,Sialidases,82-466
320306,NA,Q30CC2,50939,Sialidases,68-446
1608684,NA,A0A109VN20,50939,Sialidases,73-459
1608679,NA,A0A109VIB9,50939,Sialidases,84-469
1608681,NA,A0A109VT64,50939,Sialidases,73-459
274827,NA,Q6E3Y9,50939,Sialidases,68-446
482239,NA,B0Z5K3,50939,Sialidases,68-446
274837,NA,Q6E3X9,50939,Sialidases,88-466
482240,NA,B0Z5L4,50939,Sialidases,68-446
274838,NA,Q6E3X8,50939,Sialidases,88-466
274840,NA,Q6E3X6,50939,Sialidases,68-446
1503700,NA,A0A2H4C077,50939,Sialidases,79-468
307622,NA,Q5EMN6,50939,Sialidases,68-446
385580,NA,Q07599,50939,Sialidases,81-466
326490,NA,Q4H2D1,50939,Sialidases,88-466
1855218,NA,A0A1B0Y3R6,50939,Sialidases,81-466
1923885,NA,A0A1P8D5F8,50939,Sialidases,72-458
367120,NA,Q8JSD9,50939,Sialidases,88-466
1608688,NA,A0A109NPJ5,50939,Sialidases,73-459
